HUISHOUDNR,TYPHH,rinpersoon,PLHH,REFPERSOONHH,NUMBERPERSHH,DATUMAANVANGHH,DATUMEINDEHH,AANTALOVHH,AANTALKINDHH,AANTALPERSHH,EVENT,GEBJAARJONGSTEKINDHH,GEBMAANDJONGSTEKINDHH,GEBJAAROUDSTEKINDHH,GEBMAANDOUDSTEKINDHH
543c5767,couple without children,bb75e0bd,partner in couple without children,1,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
ae32bd7d,single parent household,d23a5ca4,parent in single parent household,1,4,19900101,19910101,1,3,4,initiate,,--,,--
ae32bd7d,single parent household,376c5f17,child living at home,1,4,19900101,19910101,1,3,4,initiate,,--,,--
ae32bd7d,single parent household,512dfed2,child living at home,1,4,19900101,19910101,1,3,4,initiate,,--,,--
ae32bd7d,single parent household,8b1935ab,child living at home,1,4,19900101,19910101,1,3,4,initiate,,--,,--
b909e352,couple without children,f83bc86d,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
b909e352,couple without children,d2051386,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
531819a1,couple with children,79380eb2,partner in couple with children,0,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
531819a1,couple with children,09e03228,partner in couple with children,0,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
531819a1,couple with children,59e20981,child living at home,0,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
531819a1,couple with children,9f3e401c,child living at home,0,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
c726eba5,couple without children,754b32f1,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
c726eba5,couple without children,e59edb83,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
4fb9096e,single person household,8c0a83d8,single person,0,1,19900101,19910101,1,0,1,initiate,,--,,--
37e9da2a,couple without children,5d161cd1,partner in couple without children,1,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
37e9da2a,couple without children,bed32293,partner in couple without children,1,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
40361d30,single parent household,703584dd,parent in single parent household,0,3,19900101,19910101,1,2,3,initiate,,--,,--
40361d30,single parent household,fcc598dd,child living at home,0,3,19900101,19910101,1,2,3,initiate,,--,,--
40361d30,single parent household,61aecc6a,child living at home,0,3,19900101,19910101,1,2,3,initiate,,--,,--
f0c3962c,single person household,1158f596,single person,0,1,19900101,19910101,1,0,1,initiate,,--,,--
219d4a3f,couple without children,8e0bdd25,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
219d4a3f,couple without children,a0e072b6,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
30ae16e8,single person household,9ee6ee6e,single person,1,1,19900101,19910101,1,0,1,initiate,,--,,--
1cdee77b,couple with children,321b9d61,partner in couple with children,0,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
1cdee77b,couple with children,070c6fd0,partner in couple with children,0,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
1cdee77b,couple with children,e81a000a,child living at home,0,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
1cdee77b,couple with children,accc9b11,child living at home,0,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
6420f342,couple without children,36692022,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
6420f342,couple without children,5de0d50b,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
904cbdf3,couple with children,03484c8f,partner in couple with children,0,3,19900101,19910101,2,1,3,initiate,2015.0,01,2010.0,05
904cbdf3,couple with children,7bef52bd,partner in couple with children,0,3,19900101,19910101,2,1,3,initiate,2015.0,01,2010.0,05
904cbdf3,couple with children,29d1c2a8,child living at home,0,3,19900101,19910101,2,1,3,initiate,2015.0,01,2010.0,05
d1dba4a9,single parent household,2718cfb0,parent in single parent household,0,4,19900101,19910101,1,3,4,initiate,,--,,--
d1dba4a9,single parent household,6e9d6c3b,child living at home,0,4,19900101,19910101,1,3,4,initiate,,--,,--
d1dba4a9,single parent household,a12d3305,child living at home,0,4,19900101,19910101,1,3,4,initiate,,--,,--
d1dba4a9,single parent household,7af88479,child living at home,0,4,19900101,19910101,1,3,4,initiate,,--,,--
d80fdaf9,couple with children,1503ac77,partner in couple with children,1,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
d80fdaf9,couple with children,371bd8d8,partner in couple with children,1,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
d80fdaf9,couple with children,0b2a73a9,child living at home,1,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
d80fdaf9,couple with children,4383e211,child living at home,1,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
bebaee5c,single person household,40551711,single person,0,1,19900101,19910101,1,0,1,initiate,,--,,--
44f8656a,single parent household,f9b4237b,parent in single parent household,1,4,19900101,19910101,1,3,4,initiate,,--,,--
44f8656a,single parent household,53b12255,child living at home,1,4,19900101,19910101,1,3,4,initiate,,--,,--
44f8656a,single parent household,58453acd,child living at home,1,4,19900101,19910101,1,3,4,initiate,,--,,--
44f8656a,single parent household,5842c7df,child living at home,1,4,19900101,19910101,1,3,4,initiate,,--,,--
ee4bd356,single parent household,17cc9160,parent in single parent household,1,2,19900101,19910101,1,1,2,initiate,,--,,--
ee4bd356,single parent household,c37c7538,child living at home,1,2,19900101,19910101,1,1,2,initiate,,--,,--
19d0a6a6,single person household,bceab024,single person,1,1,19900101,19910101,1,0,1,initiate,,--,,--
0acb7e7d,couple without children,a135d43c,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
0acb7e7d,couple without children,b926221c,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
bb1938f1,single person household,4530ae2f,single person,1,1,19900101,19910101,1,0,1,initiate,,--,,--
25eef452,single person household,eaf9a625,single person,0,1,19900101,19910101,1,0,1,initiate,,--,,--
2e68f423,single person household,7c0e1e61,single person,0,1,19900101,19910101,1,0,1,initiate,,--,,--
57dd857f,single parent household,f463a81e,parent in single parent household,1,3,19900101,19910101,1,2,3,initiate,,--,,--
57dd857f,single parent household,40f51294,child living at home,1,3,19900101,19910101,1,2,3,initiate,,--,,--
57dd857f,single parent household,d134b128,child living at home,1,3,19900101,19910101,1,2,3,initiate,,--,,--
8dc06462,couple without children,0cdd7310,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
8dc06462,couple without children,ff5e56b6,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
34289165,single person household,536de70d,single person,1,1,19900101,19910101,1,0,1,initiate,,--,,--
f5623263,couple without children,c01620da,partner in couple without children,1,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
f5623263,couple without children,2c2cf991,partner in couple without children,1,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
3b478cd0,single person household,1cfc7c85,single person,1,1,19900101,19910101,1,0,1,initiate,,--,,--
52953f21,single person household,b3bd7323,single person,1,1,19900101,19910101,1,0,1,initiate,,--,,--
a78af8e8,single person household,84bdbfdc,single person,1,1,19900101,19910101,1,0,1,initiate,,--,,--
fe0769bb,single person household,4f29fda5,single person,0,1,19900101,19910101,1,0,1,initiate,,--,,--
b7ab29ca,single parent household,a8685efd,parent in single parent household,0,3,19900101,19910101,1,2,3,initiate,,--,,--
b7ab29ca,single parent household,ea6a07fc,child living at home,0,3,19900101,19910101,1,2,3,initiate,,--,,--
b7ab29ca,single parent household,4e569aa6,child living at home,0,3,19900101,19910101,1,2,3,initiate,,--,,--
1d7a71a6,couple without children,d4f958b2,partner in couple without children,1,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
1d7a71a6,couple without children,57f1d48e,partner in couple without children,1,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
09cdf351,single person household,a5c03771,single person,0,1,19900101,19910101,1,0,1,initiate,,--,,--
a4b77539,single person household,9e5ed2e5,single person,0,1,19900101,19910101,1,0,1,initiate,,--,,--
40b31130,couple with children,aecbbccc,partner in couple with children,0,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
40b31130,couple with children,c2eaa683,partner in couple with children,0,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
40b31130,couple with children,ab779e7f,child living at home,0,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
40b31130,couple with children,d6ec09d9,child living at home,0,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
1fa071a6,couple without children,3ea0e196,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
1fa071a6,couple without children,8ea2e184,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
007f0bfe,couple with children,516821b9,partner in couple with children,1,3,19900101,19910101,2,1,3,initiate,2015.0,01,2010.0,05
007f0bfe,couple with children,9bf52296,partner in couple with children,1,3,19900101,19910101,2,1,3,initiate,2015.0,01,2010.0,05
007f0bfe,couple with children,ce5fe59f,child living at home,1,3,19900101,19910101,2,1,3,initiate,2015.0,01,2010.0,05
9076d55e,couple without children,8e5ddf96,partner in couple without children,1,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
9076d55e,couple without children,30e547c8,partner in couple without children,1,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
9d2da400,single person household,8d107ad1,single person,1,1,19900101,19910101,1,0,1,initiate,,--,,--
d80017ed,single person household,11901200,single person,1,1,19900101,19910101,1,0,1,initiate,,--,,--
4865cc4e,single parent household,4a473d42,parent in single parent household,0,2,19900101,19910101,1,1,2,initiate,,--,,--
4865cc4e,single parent household,fc6060f6,child living at home,0,2,19900101,19910101,1,1,2,initiate,,--,,--
fdc41db7,single person household,702f3cd4,single person,1,1,19900101,19910101,1,0,1,initiate,,--,,--
f487cc28,single parent household,817b8f93,parent in single parent household,0,3,19900101,19910101,1,2,3,initiate,,--,,--
f487cc28,single parent household,c0d6a5ff,child living at home,0,3,19900101,19910101,1,2,3,initiate,,--,,--
f487cc28,single parent household,3bab7d2f,child living at home,0,3,19900101,19910101,1,2,3,initiate,,--,,--
ad36d575,couple with children,da37b8c2,partner in couple with children,0,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
ad36d575,couple with children,1d8e680d,partner in couple with children,0,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
ad36d575,couple with children,a8b16126,child living at home,0,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
ad36d575,couple with children,9eae9733,child living at home,0,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
af724fc4,single person household,d8ec8111,single person,0,1,19900101,19910101,1,0,1,initiate,,--,,--
131aaff8,single person household,2cb9469b,single person,0,1,19900101,19910101,1,0,1,initiate,,--,,--
49d359bf,single person household,0238dc56,single person,0,1,19900101,19910101,1,0,1,initiate,,--,,--
75bbd579,couple with children,b487ea66,partner in couple with children,0,3,19900101,19910101,2,1,3,initiate,2015.0,01,2010.0,05
75bbd579,couple with children,77dc84b7,partner in couple with children,0,3,19900101,19910101,2,1,3,initiate,2015.0,01,2010.0,05
75bbd579,couple with children,ad56315d,child living at home,0,3,19900101,19910101,2,1,3,initiate,2015.0,01,2010.0,05
126c0490,couple with children,2880ab3b,partner in couple with children,0,3,19900101,19910101,2,1,3,initiate,2015.0,01,2010.0,05
126c0490,couple with children,81dc57de,partner in couple with children,0,3,19900101,19910101,2,1,3,initiate,2015.0,01,2010.0,05
126c0490,couple with children,6c82e110,child living at home,0,3,19900101,19910101,2,1,3,initiate,2015.0,01,2010.0,05
bc7a595b,couple with children,4209b513,partner in couple with children,1,3,19900101,19910101,2,1,3,initiate,2015.0,01,2010.0,05
bc7a595b,couple with children,4e6179d3,partner in couple with children,1,3,19900101,19910101,2,1,3,initiate,2015.0,01,2010.0,05
bc7a595b,couple with children,d68bd438,child living at home,1,3,19900101,19910101,2,1,3,initiate,2015.0,01,2010.0,05
85dff659,couple without children,82ec2508,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
85dff659,couple without children,94a76fe4,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
6870adf6,couple with children,379db156,partner in couple with children,1,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
6870adf6,couple with children,60898a7a,partner in couple with children,1,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
6870adf6,couple with children,995d3f93,child living at home,1,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
6870adf6,couple with children,33596083,child living at home,1,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
ff90a7b9,couple without children,e84d4762,partner in couple without children,1,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
ff90a7b9,couple without children,8e2bbffa,partner in couple without children,1,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
47dd42aa,couple with children,045729e5,partner in couple with children,1,3,19900101,19910101,2,1,3,initiate,2015.0,01,2010.0,05
47dd42aa,couple with children,377b9f34,partner in couple with children,1,3,19900101,19910101,2,1,3,initiate,2015.0,01,2010.0,05
47dd42aa,couple with children,db452b2c,child living at home,1,3,19900101,19910101,2,1,3,initiate,2015.0,01,2010.0,05
0338ede8,couple without children,919b0487,partner in couple without children,1,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
0338ede8,couple without children,e321b55c,partner in couple without children,1,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
8e50d337,couple without children,00527f04,partner in couple without children,1,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
8e50d337,couple without children,79830c43,partner in couple without children,1,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
7c05ccc3,single person household,fe896f03,single person,1,1,19900101,19910101,1,0,1,initiate,,--,,--
bdb94fae,couple without children,022b769d,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
bdb94fae,couple without children,a294007e,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
09d33c67,couple without children,41751873,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
09d33c67,couple without children,67a17e09,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
9c928149,single parent household,124804da,parent in single parent household,1,3,19900101,19910101,1,2,3,initiate,,--,,--
9c928149,single parent household,953ade1d,child living at home,1,3,19900101,19910101,1,2,3,initiate,,--,,--
9c928149,single parent household,50a3f7f1,child living at home,1,3,19900101,19910101,1,2,3,initiate,,--,,--
8f226f79,single person household,49590f08,single person,1,1,19900101,19910101,1,0,1,initiate,,--,,--
8f776086,single parent household,e46fdb37,parent in single parent household,0,3,19900101,19910101,1,2,3,initiate,,--,,--
8f776086,single parent household,950ca698,child living at home,0,3,19900101,19910101,1,2,3,initiate,,--,,--
8f776086,single parent household,333b9907,child living at home,0,3,19900101,19910101,1,2,3,initiate,,--,,--
a55918a2,single parent household,3569f325,parent in single parent household,1,2,19900101,19910101,1,1,2,initiate,,--,,--
