rinpersoon,education_level,GBAGEBOORTEJAAR,OPLNIVSOI2016AGG4HBMETNIRWO,OPLNIVSOI2016AGG4HGMETNIRWO,RICHTdetailISCEDF2013HBmetNIRWO,RICHTdetailISCEDF2013HGmetNIRWO,OPLNIVSOI2021AGG4HBmetNIRWO,OPLNIVSOI2021AGG4HGmetNIRWO,RICHTSOI2021SCEDF2013HBNIRWO,RICHTSOI2021SCEDF2013HGNIRWO,year
01d0122a,12.0,1950,-,-,-,-,-,-,-,-,2010
01d8885b,11.0,1961,-,-,-,-,-,-,-,-,2010
01d9b190,17.0,1988,-,-,-,-,-,-,-,-,2010
0144a511,5.0,1968,-,-,-,-,-,-,-,-,2010
01514dd6,6.0,1957,-,-,-,-,-,-,-,-,2010
01535ca4,16.0,1981,-,-,-,-,-,-,-,-,2010
0154fc64,3.0,1983,-,-,-,-,-,-,-,-,2010
01552407,2.0,1986,-,-,-,-,-,-,-,-,2010
015b01db,4.0,1988,-,-,-,-,-,-,-,-,2010
025baa36,4.0,1997,-,-,-,-,-,-,-,-,2010
025db723,6.0,1983,-,-,-,-,-,-,-,-,2010
025ffac1,12.0,1988,-,-,-,-,-,-,-,-,2010
01dc1103,1.0,1969,-,-,-,-,-,-,-,-,2010
01e926e9,10.0,1990,-,-,-,-,-,-,-,-,2010
01f3a85f,5.0,1988,-,-,-,-,-,-,-,-,2010
01f85951,14.0,1997,-,-,-,-,-,-,-,-,2010
01fb1bc9,16.0,1985,-,-,-,-,-,-,-,-,2010
01ff6239,10.0,1963,-,-,-,-,-,-,-,-,2010
020ad9c6,14.0,1994,-,-,-,-,-,-,-,-,2010
020c0daf,11.0,1991,-,-,-,-,-,-,-,-,2010
020d3429,2.0,1998,-,-,-,-,-,-,-,-,2010
020d7395,11.0,1983,-,-,-,-,-,-,-,-,2010
01a0777a,16.0,1950,-,-,-,-,-,-,-,-,2010
01a8978d,14.0,1988,-,-,-,-,-,-,-,-,2010
01a9d2a2,4.0,1992,-,-,-,-,-,-,-,-,2010
dce61a3f,13.0,1961,-,-,-,-,-,-,-,-,2010
dceb4438,3.0,1969,-,-,-,-,-,-,-,-,2010
dceb945b,3.0,1990,-,-,-,-,-,-,-,-,2010
dcf30c29,7.0,1964,-,-,-,-,-,-,-,-,2010
dc765d7d,14.0,1951,-,-,-,-,-,-,-,-,2010
dc791a97,13.0,1952,-,-,-,-,-,-,-,-,2010
dc7cff34,6.0,1968,-,-,-,-,-,-,-,-,2010
dc7f0784,6.0,1951,-,-,-,-,-,-,-,-,2010
dc8f9423,12.0,1986,-,-,-,-,-,-,-,-,2010
dc8fef6b,11.0,1992,-,-,-,-,-,-,-,-,2010
dc951fc2,13.0,1967,-,-,-,-,-,-,-,-,2010
dca239a4,11.0,1965,-,-,-,-,-,-,-,-,2010
dca308cf,6.0,1985,-,-,-,-,-,-,-,-,2010
023dab25,11.0,1992,-,-,-,-,-,-,-,-,2010
0248a18b,17.0,1981,-,-,-,-,-,-,-,-,2010
02572f57,11.0,1998,-,-,-,-,-,-,-,-,2010
ff21b70a,5.0,1961,-,-,-,-,-,-,-,-,2010
ff26a2d4,17.0,1967,-,-,-,-,-,-,-,-,2010
ff2cf466,17.0,1985,-,-,-,-,-,-,-,-,2010
ff379786,3.0,1982,-,-,-,-,-,-,-,-,2010
ff3a8841,3.0,1953,-,-,-,-,-,-,-,-,2010
02117e39,10.0,1987,-,-,-,-,-,-,-,-,2010
021227ce,13.0,1987,-,-,-,-,-,-,-,-,2010
022825d7,16.0,1983,-,-,-,-,-,-,-,-,2010
022add7c,5.0,1984,-,-,-,-,-,-,-,-,2010
022b769d,13.0,1963,-,-,-,-,-,-,-,-,2010
022bd910,8.0,1965,-,-,-,-,-,-,-,-,2010
0236be40,6.0,1958,-,-,-,-,-,-,-,-,2010
023740c0,3.0,1983,-,-,-,-,-,-,-,-,2010
0238dc56,5.0,1962,-,-,-,-,-,-,-,-,2010
dce4efe3,7.0,1992,-,-,-,-,-,-,-,-,2010
dce5cb69,6.0,1970,-,-,-,-,-,-,-,-,2010
02930028,5.0,1990,-,-,-,-,-,-,-,-,2010
02962570,14.0,1953,-,-,-,-,-,-,-,-,2010
02a2643d,12.0,1990,-,-,-,-,-,-,-,-,2010
02a69902,14.0,1988,-,-,-,-,-,-,-,-,2010
02af8852,9.0,1990,-,-,-,-,-,-,-,-,2010
02b17923,1.0,1961,-,-,-,-,-,-,-,-,2010
02b19842,16.0,1986,-,-,-,-,-,-,-,-,2010
02c0c8d3,4.0,1954,-,-,-,-,-,-,-,-,2010
02663063,8.0,1968,-,-,-,-,-,-,-,-,2010
026f64e8,15.0,1969,-,-,-,-,-,-,-,-,2010
ff0d7c5f,16.0,1991,-,-,-,-,-,-,-,-,2010
ff0f8a5b,14.0,1990,-,-,-,-,-,-,-,-,2010
ff126473,5.0,1969,-,-,-,-,-,-,-,-,2010
ff1a0942,5.0,1958,-,-,-,-,-,-,-,-,2010
ff1e956b,12.0,1981,-,-,-,-,-,-,-,-,2010
ff20b34f,2.0,1963,-,-,-,-,-,-,-,-,2010
02d10f01,6.0,1967,-,-,-,-,-,-,-,-,2010
02defb9e,1.0,1998,-,-,-,-,-,-,-,-,2010
02df9da5,6.0,1997,-,-,-,-,-,-,-,-,2010
02e801ea,9.0,1956,-,-,-,-,-,-,-,-,2010
02f67d0c,4.0,1969,-,-,-,-,-,-,-,-,2010
02fc2f99,3.0,1969,-,-,-,-,-,-,-,-,2010
02fd60d3,4.0,1995,-,-,-,-,-,-,-,-,2010
03041633,13.0,1957,-,-,-,-,-,-,-,-,2010
031da491,2.0,1967,-,-,-,-,-,-,-,-,2010
03268c7d,8.0,1988,-,-,-,-,-,-,-,-,2010
ff459056,9.0,1965,-,-,-,-,-,-,-,-,2010
027733f3,12.0,1989,-,-,-,-,-,-,-,-,2010
0283a644,17.0,1962,-,-,-,-,-,-,-,-,2010
02898702,1.0,1955,-,-,-,-,-,-,-,-,2010
02910c0b,9.0,1953,-,-,-,-,-,-,-,-,2010
02926335,3.0,1961,-,-,-,-,-,-,-,-,2010
032b44c2,8.0,1962,-,-,-,-,-,-,-,-,2010
0339fa57,2.0,1984,-,-,-,-,-,-,-,-,2010
0341749a,13.0,1980,-,-,-,-,-,-,-,-,2010
0343c98f,17.0,1991,-,-,-,-,-,-,-,-,2010
0346c2f0,7.0,1953,-,-,-,-,-,-,-,-,2010
03484c8f,8.0,1962,-,-,-,-,-,-,-,-,2010
034e6db9,10.0,1956,-,-,-,-,-,-,-,-,2010
0357e4b5,14.0,1989,-,-,-,-,-,-,-,-,2010
035d9eeb,6.0,1991,-,-,-,-,-,-,-,-,2010
035efc5f,15.0,1988,-,-,-,-,-,-,-,-,2010
0361a971,5.0,1988,-,-,-,-,-,-,-,-,2010
0369321e,15.0,1990,-,-,-,-,-,-,-,-,2010
02c2dd52,13.0,1954,-,-,-,-,-,-,-,-,2010
02c31eee,13.0,1990,-,-,-,-,-,-,-,-,2010
02c416bf,14.0,1981,-,-,-,-,-,-,-,-,2010
02d0e543,12.0,1955,-,-,-,-,-,-,-,-,2010
dcb2bf33,2.0,1968,-,-,-,-,-,-,-,-,2010
dcb44842,5.0,1970,-,-,-,-,-,-,-,-,2010
dcb7b0b7,1.0,1952,-,-,-,-,-,-,-,-,2010
dd83b9ca,7.0,1954,-,-,-,-,-,-,-,-,2010
dd876649,15.0,1982,-,-,-,-,-,-,-,-,2010
dda26fd8,2.0,1955,-,-,-,-,-,-,-,-,2010
dda28be1,5.0,1963,-,-,-,-,-,-,-,-,2010
dc34417a,4.0,1968,-,-,-,-,-,-,-,-,2010
dc47084b,13.0,1995,-,-,-,-,-,-,-,-,2010
dc48b196,2.0,1970,-,-,-,-,-,-,-,-,2010
dc52e3fe,15.0,1956,-,-,-,-,-,-,-,-,2010
039169f7,6.0,1990,-,-,-,-,-,-,-,-,2010
03a14f41,7.0,1986,-,-,-,-,-,-,-,-,2010
03a1886a,3.0,1967,-,-,-,-,-,-,-,-,2010
03a39916,16.0,1954,-,-,-,-,-,-,-,-,2010
03a88b90,5.0,1955,-,-,-,-,-,-,-,-,2010
feea54a9,1.0,1999,-,-,-,-,-,-,-,-,2010
fef54721,1.0,1983,-,-,-,-,-,-,-,-,2010
fef9446b,7.0,1954,-,-,-,-,-,-,-,-,2010
fef944b5,16.0,1960,-,-,-,-,-,-,-,-,2010
fefb3ae3,1.0,1998,-,-,-,-,-,-,-,-,2010
fefb78c4,12.0,1993,-,-,-,-,-,-,-,-,2010
036de1d5,8.0,1957,-,-,-,-,-,-,-,-,2010
03750a3d,2.0,1963,-,-,-,-,-,-,-,-,2010
037e1878,4.0,1982,-,-,-,-,-,-,-,-,2010
03817f27,17.0,1988,-,-,-,-,-,-,-,-,2010
0381c208,8.0,1958,-,-,-,-,-,-,-,-,2010
03846d18,11.0,1993,-,-,-,-,-,-,-,-,2010
038718c2,10.0,1964,-,-,-,-,-,-,-,-,2010
038deacd,16.0,1969,-,-,-,-,-,-,-,-,2010
dca9d77a,3.0,1953,-,-,-,-,-,-,-,-,2010
dcaa910c,8.0,1962,-,-,-,-,-,-,-,-,2010
03e4cb63,5.0,1957,-,-,-,-,-,-,-,-,2010
03e75bc9,4.0,1995,-,-,-,-,-,-,-,-,2010
03e8f4bd,17.0,1983,-,-,-,-,-,-,-,-,2010
03ea5492,5.0,1957,-,-,-,-,-,-,-,-,2010
03ef5c1c,4.0,1952,-,-,-,-,-,-,-,-,2010
03f236d9,6.0,1981,-,-,-,-,-,-,-,-,2010
03fb10a7,15.0,1963,-,-,-,-,-,-,-,-,2010
03b211ef,14.0,1961,-,-,-,-,-,-,-,-,2010
03bbbbc1,8.0,1980,-,-,-,-,-,-,-,-,2010
03c6e62a,15.0,1956,-,-,-,-,-,-,-,-,2010
03cb2f1b,1.0,1990,-,-,-,-,-,-,-,-,2010
03ce2441,5.0,1960,-,-,-,-,-,-,-,-,2010
fed82943,3.0,1983,-,-,-,-,-,-,-,-,2010
fed9260b,14.0,1962,-,-,-,-,-,-,-,-,2010
fee23022,10.0,1970,-,-,-,-,-,-,-,-,2010
fee2926a,10.0,1982,-,-,-,-,-,-,-,-,2010
042c04e3,16.0,1995,-,-,-,-,-,-,-,-,2010
042d011d,6.0,1950,-,-,-,-,-,-,-,-,2010
0430e013,11.0,1980,-,-,-,-,-,-,-,-,2010
04386117,17.0,1950,-,-,-,-,-,-,-,-,2010
043eae4f,7.0,1982,-,-,-,-,-,-,-,-,2010
0443248d,8.0,1969,-,-,-,-,-,-,-,-,2010
0449799c,15.0,1963,-,-,-,-,-,-,-,-,2010
0449f294,3.0,1985,-,-,-,-,-,-,-,-,2010
045729e5,3.0,1954,-,-,-,-,-,-,-,-,2010
0464b408,12.0,1985,-,-,-,-,-,-,-,-,2010
ff00cbce,10.0,1951,-,-,-,-,-,-,-,-,2010
ff014f4f,8.0,1957,-,-,-,-,-,-,-,-,2010
ff04f0fa,15.0,1986,-,-,-,-,-,-,-,-,2010
03d831f8,8.0,1981,-,-,-,-,-,-,-,-,2010
03dfa6d8,9.0,1966,-,-,-,-,-,-,-,-,2010
03e23996,9.0,1964,-,-,-,-,-,-,-,-,2010
0474914a,10.0,1959,-,-,-,-,-,-,-,-,2010
0482b2b2,3.0,1983,-,-,-,-,-,-,-,-,2010
0483061e,11.0,1990,-,-,-,-,-,-,-,-,2010
048faefc,13.0,1961,-,-,-,-,-,-,-,-,2010
049c0e38,4.0,1989,-,-,-,-,-,-,-,-,2010
04a26ead,7.0,1962,-,-,-,-,-,-,-,-,2010
04b056d0,6.0,1993,-,-,-,-,-,-,-,-,2010
04b38be4,6.0,1961,-,-,-,-,-,-,-,-,2010
04b4073e,17.0,1982,-,-,-,-,-,-,-,-,2010
04b54287,1.0,1995,-,-,-,-,-,-,-,-,2010
04017f1c,16.0,1955,-,-,-,-,-,-,-,-,2010
040c815f,4.0,1981,-,-,-,-,-,-,-,-,2010
04177e68,3.0,1952,-,-,-,-,-,-,-,-,2010
041bb932,6.0,1964,-,-,-,-,-,-,-,-,2010
041d59df,14.0,1993,-,-,-,-,-,-,-,-,2010
0429fecf,1.0,1986,-,-,-,-,-,-,-,-,2010
04bae7cf,1.0,1981,-,-,-,-,-,-,-,-,2010
04c10f64,16.0,1995,-,-,-,-,-,-,-,-,2010
04c1a007,7.0,1997,-,-,-,-,-,-,-,-,2010
04c4e4f2,11.0,1961,-,-,-,-,-,-,-,-,2010
04c84325,15.0,1967,-,-,-,-,-,-,-,-,2010
04cb408d,2.0,1992,-,-,-,-,-,-,-,-,2010
04cda025,4.0,1982,-,-,-,-,-,-,-,-,2010
04d51c6c,17.0,1965,-,-,-,-,-,-,-,-,2010
04de4af0,3.0,1981,-,-,-,-,-,-,-,-,2010
04e7f5e0,5.0,1997,-,-,-,-,-,-,-,-,2010
04e8679d,5.0,1958,-,-,-,-,-,-,-,-,2010
04eafcf2,11.0,1955,-,-,-,-,-,-,-,-,2010
04eccd54,16.0,1960,-,-,-,-,-,-,-,-,2010
04eeaf3f,7.0,1967,-,-,-,-,-,-,-,-,2010
04657cb5,6.0,1982,-,-,-,-,-,-,-,-,2010
04736cdb,14.0,1990,-,-,-,-,-,-,-,-,2010
058eccfa,14.0,1959,-,-,-,-,-,-,-,-,2010
0591d24e,16.0,1983,-,-,-,-,-,-,-,-,2010
05933049,11.0,1965,-,-,-,-,-,-,-,-,2010
04f6cb69,16.0,1982,-,-,-,-,-,-,-,-,2010
04f78169,6.0,1963,-,-,-,-,-,-,-,-,2010
050c6812,4.0,1954,-,-,-,-,-,-,-,-,2010
0519f762,9.0,1982,-,-,-,-,-,-,-,-,2010
05213752,13.0,1990,-,-,-,-,-,-,-,-,2010
052543cc,6.0,1952,-,-,-,-,-,-,-,-,2010
052b8633,14.0,1990,-,-,-,-,-,-,-,-,2010
052bff66,3.0,1961,-,-,-,-,-,-,-,-,2010
05342226,6.0,1967,-,-,-,-,-,-,-,-,2010
05345c4d,3.0,1950,-,-,-,-,-,-,-,-,2010
0538c4bf,4.0,1988,-,-,-,-,-,-,-,-,2010
054a478a,9.0,1984,-,-,-,-,-,-,-,-,2010
04b65617,17.0,1985,-,-,-,-,-,-,-,-,2010
dc58167d,6.0,1955,-,-,-,-,-,-,-,-,2010
dc6e548a,11.0,1954,-,-,-,-,-,-,-,-,2010
dc7304bb,2.0,1968,-,-,-,-,-,-,-,-,2010
dc73b12d,1.0,1952,-,-,-,-,-,-,-,-,2010
dc741699,7.0,1985,-,-,-,-,-,-,-,-,2010
dc2426f0,13.0,1960,-,-,-,-,-,-,-,-,2010
dc2945b9,6.0,1961,-,-,-,-,-,-,-,-,2010
dc2bd5fa,4.0,1987,-,-,-,-,-,-,-,-,2010
dc2dedaa,9.0,1982,-,-,-,-,-,-,-,-,2010
dd4a376b,12.0,1965,-,-,-,-,-,-,-,-,2010
dd4dc8de,10.0,1992,-,-,-,-,-,-,-,-,2010
dd4dcb51,15.0,1985,-,-,-,-,-,-,-,-,2010
dd544075,10.0,1999,-,-,-,-,-,-,-,-,2010
05810ed9,1.0,1961,-,-,-,-,-,-,-,-,2010
0587bcd9,14.0,1970,-,-,-,-,-,-,-,-,2010
058daae6,15.0,1951,-,-,-,-,-,-,-,-,2010
05c72b0c,8.0,1956,-,-,-,-,-,-,-,-,2010
05c9160a,15.0,1959,-,-,-,-,-,-,-,-,2010
05d27b8d,16.0,1982,-,-,-,-,-,-,-,-,2010
05d36d0c,11.0,1990,-,-,-,-,-,-,-,-,2010
05d8c034,6.0,1965,-,-,-,-,-,-,-,-,2010
05dd125f,1.0,1981,-,-,-,-,-,-,-,-,2010
05e96f3d,2.0,1970,-,-,-,-,-,-,-,-,2010
0553cb8f,6.0,1988,-,-,-,-,-,-,-,-,2010
05590354,16.0,1987,-,-,-,-,-,-,-,-,2010
055abfee,13.0,1966,-,-,-,-,-,-,-,-,2010
05609de9,11.0,1985,-,-,-,-,-,-,-,-,2010
05657662,13.0,1964,-,-,-,-,-,-,-,-,2010
056e808e,16.0,1997,-,-,-,-,-,-,-,-,2010
0577fc10,4.0,1957,-,-,-,-,-,-,-,-,2010
0578ff12,7.0,1986,-,-,-,-,-,-,-,-,2010
057ebd79,4.0,1988,-,-,-,-,-,-,-,-,2010
05fb0d23,8.0,1985,-,-,-,-,-,-,-,-,2010
060a3863,1.0,1970,-,-,-,-,-,-,-,-,2010
061a4c3c,7.0,1970,-,-,-,-,-,-,-,-,2010
06305e44,6.0,1962,-,-,-,-,-,-,-,-,2010
06350dfb,11.0,1982,-,-,-,-,-,-,-,-,2010
063ccd3a,14.0,1970,-,-,-,-,-,-,-,-,2010
064e3eea,4.0,1986,-,-,-,-,-,-,-,-,2010
0654fa63,11.0,1989,-,-,-,-,-,-,-,-,2010
05986da3,4.0,1955,-,-,-,-,-,-,-,-,2010
0598cad6,10.0,1996,-,-,-,-,-,-,-,-,2010
05a196c8,4.0,1956,-,-,-,-,-,-,-,-,2010
05b270e7,2.0,1954,-,-,-,-,-,-,-,-,2010
05b9cd82,6.0,1950,-,-,-,-,-,-,-,-,2010
05bf6d14,13.0,1994,-,-,-,-,-,-,-,-,2010
05c06555,3.0,1980,-,-,-,-,-,-,-,-,2010
05c1ebf8,1.0,1961,-,-,-,-,-,-,-,-,2010
0664c291,8.0,1961,-,-,-,-,-,-,-,-,2010
066d1e29,13.0,1965,-,-,-,-,-,-,-,-,2010
066f94a5,16.0,1990,-,-,-,-,-,-,-,-,2010
0672aa09,13.0,1962,-,-,-,-,-,-,-,-,2010
067389ea,10.0,1987,-,-,-,-,-,-,-,-,2010
0681641f,15.0,1962,-,-,-,-,-,-,-,-,2010
06816a44,17.0,1955,-,-,-,-,-,-,-,-,2010
06817347,16.0,1983,-,-,-,-,-,-,-,-,2010
06846277,3.0,1986,-,-,-,-,-,-,-,-,2010
0684fd8f,7.0,1963,-,-,-,-,-,-,-,-,2010
068add8f,12.0,1991,-,-,-,-,-,-,-,-,2010
068bc0b4,7.0,1954,-,-,-,-,-,-,-,-,2010
068ea4c2,7.0,1965,-,-,-,-,-,-,-,-,2010
05eb29b9,3.0,1992,-,-,-,-,-,-,-,-,2010
05f11c99,14.0,1982,-,-,-,-,-,-,-,-,2010
05f89b54,2.0,1968,-,-,-,-,-,-,-,-,2010
dd79245f,15.0,1961,-,-,-,-,-,-,-,-,2010
dd81898c,17.0,1985,-,-,-,-,-,-,-,-,2010
dbefe904,16.0,1959,-,-,-,-,-,-,-,-,2010
dbf3e79e,9.0,1963,-,-,-,-,-,-,-,-,2010
dc001fa2,17.0,1985,-,-,-,-,-,-,-,-,2010
dc0a2f34,10.0,1950,-,-,-,-,-,-,-,-,2010
dc0a3b20,17.0,1980,-,-,-,-,-,-,-,-,2010
dc0c2981,2.0,1953,-,-,-,-,-,-,-,-,2010
dc13b5ba,17.0,1984,-,-,-,-,-,-,-,-,2010
dc1426e0,11.0,1989,-,-,-,-,-,-,-,-,2010
dc15c06c,14.0,1956,-,-,-,-,-,-,-,-,2010
06d63849,3.0,1961,-,-,-,-,-,-,-,-,2010
06de9f2c,9.0,1999,-,-,-,-,-,-,-,-,2010
06e4bda1,13.0,1980,-,-,-,-,-,-,-,-,2010
06e56c18,15.0,1989,-,-,-,-,-,-,-,-,2010
065c6fdb,16.0,1965,-,-,-,-,-,-,-,-,2010
feba10ec,16.0,1950,-,-,-,-,-,-,-,-,2010
febc85e4,1.0,1965,-,-,-,-,-,-,-,-,2010
fec2092a,6.0,1983,-,-,-,-,-,-,-,-,2010
fec2c0e9,1.0,1950,-,-,-,-,-,-,-,-,2010
0698ee4d,8.0,1982,-,-,-,-,-,-,-,-,2010
069c77a0,10.0,1969,-,-,-,-,-,-,-,-,2010
06a831f7,1.0,1962,-,-,-,-,-,-,-,-,2010
06a8c9de,12.0,1965,-,-,-,-,-,-,-,-,2010
06ac514b,2.0,1961,-,-,-,-,-,-,-,-,2010
06afd160,5.0,1986,-,-,-,-,-,-,-,-,2010
06c3f3d7,13.0,1981,-,-,-,-,-,-,-,-,2010
06c591f4,14.0,1982,-,-,-,-,-,-,-,-,2010
06cc3deb,3.0,1961,-,-,-,-,-,-,-,-,2010
dd588325,2.0,1959,-,-,-,-,-,-,-,-,2010
dd5ef0fb,13.0,1986,-,-,-,-,-,-,-,-,2010
dd7641d8,2.0,1991,-,-,-,-,-,-,-,-,2010
070c6fd0,5.0,1962,-,-,-,-,-,-,-,-,2010
0711ed0b,4.0,1981,-,-,-,-,-,-,-,-,2010
0719aea3,16.0,1970,-,-,-,-,-,-,-,-,2010
071c29bf,12.0,1981,-,-,-,-,-,-,-,-,2010
071d2fae,8.0,1989,-,-,-,-,-,-,-,-,2010
