rinpersoon,year,num_employed_months,num_firms_worked_at,average_salary_while_employed
009994c9,2010,2,2,6369.5
009994c9,2011,5,5,6219.6
009994c9,2012,4,4,6107.0
009994c9,2013,4,4,5220.0
009994c9,2014,4,4,6877.5
009994c9,2015,4,4,6899.75
009994c9,2016,5,5,5601.6
009994c9,2017,4,4,6631.0
009994c9,2018,5,5,4495.8
009994c9,2019,2,2,2377.5
009994c9,2020,5,5,4615.2
00a05037,2010,4,3,6413.5
00a05037,2011,4,3,7055.0
00a05037,2012,5,4,5162.2
00a05037,2013,5,4,4082.0
00a05037,2014,4,3,3907.5
00a05037,2015,4,3,7877.0
00a05037,2016,3,3,3961.3333333333335
00a05037,2017,5,5,5455.4
00a05037,2018,4,4,5778.0
00a05037,2019,5,5,7651.6
00a05037,2020,3,3,8430.333333333334
00a19f6a,2010,3,3,5695.666666666667
00a19f6a,2011,5,5,4581.8
00a19f6a,2012,4,4,4978.5
00a19f6a,2013,3,3,3095.0
00a19f6a,2014,5,5,4554.2
00a19f6a,2015,5,5,4359.8
00a19f6a,2016,4,4,5722.25
00a19f6a,2017,4,4,5211.5
00a19f6a,2018,3,3,5819.666666666667
00a19f6a,2019,5,5,4386.4
00a19f6a,2020,5,5,5029.6
00a2cd32,2010,3,3,4917.333333333333
00a2cd32,2011,3,3,7400.666666666667
00a2cd32,2012,4,4,6258.75
00a2cd32,2013,5,5,5729.4
00a2cd32,2014,4,4,5783.0
00a2cd32,2015,4,4,6566.75
00a2cd32,2016,3,2,8167.666666666667
00a2cd32,2017,5,4,7599.8
00a2cd32,2018,4,4,5322.5
00a2cd32,2019,4,4,6553.0
00a2cd32,2020,4,4,5626.25
00a50ca8,2010,3,3,5399.666666666667
00a50ca8,2011,5,5,6430.4
00a50ca8,2012,5,5,3148.2
00a50ca8,2013,4,4,6398.0
00a50ca8,2014,5,5,5303.4
00a50ca8,2015,2,2,5906.0
00a50ca8,2016,4,4,6999.5
00a50ca8,2017,5,5,7543.8
00a50ca8,2018,4,4,5741.5
00a50ca8,2019,5,5,4293.8
00a50ca8,2020,3,3,4581.666666666667
00a579d8,2010,4,4,6547.75
00a579d8,2011,4,4,7337.25
00a579d8,2012,5,5,3845.0
00a579d8,2013,5,5,5686.4
00a579d8,2014,3,3,6804.333333333333
00a579d8,2015,4,4,6266.5
00a579d8,2016,4,4,6033.25
00a579d8,2017,5,5,2831.0
00a579d8,2018,5,5,5420.2
00a579d8,2019,2,2,6158.0
00a579d8,2020,5,5,8960.8
00acd53c,2010,3,3,4623.0
00acd53c,2011,4,4,4792.5
00acd53c,2012,3,3,3849.0
00acd53c,2013,5,5,6652.4
00acd53c,2014,3,3,4204.666666666667
00acd53c,2015,5,4,4639.6
00acd53c,2016,4,3,3106.25
00acd53c,2017,4,3,7166.25
00acd53c,2018,4,3,6205.25
00acd53c,2019,5,4,3241.0
00acd53c,2020,3,2,7169.0
00b56f85,2010,5,5,6440.8
00b56f85,2011,4,4,5619.25
00b56f85,2012,5,4,4807.8
00b56f85,2013,4,3,7049.0
00b56f85,2014,4,3,6104.0
00b56f85,2015,3,3,4120.666666666667
00b56f85,2016,5,5,5982.8
00b56f85,2017,4,4,4480.5
00b56f85,2018,4,4,6589.75
00b56f85,2019,5,5,6565.6
00b56f85,2020,4,4,6971.5
00b7d201,2010,5,5,5932.8
00b7d201,2011,3,3,5410.333333333333
00b7d201,2012,4,4,4838.5
00b7d201,2013,3,3,6682.0
00b7d201,2014,4,4,3987.0
00b7d201,2015,5,5,7215.4
00b7d201,2016,4,4,3991.75
00b7d201,2017,4,4,5100.5
00b7d201,2018,5,5,5187.2
00b7d201,2019,5,5,4997.6
00b7d201,2020,3,3,4959.333333333333
00b99b31,2010,4,3,5900.0
00b99b31,2011,5,4,4823.8
00b99b31,2012,4,3,3580.75
00b99b31,2013,3,2,5740.333333333333
00b99b31,2014,5,4,6805.4
00b99b31,2015,5,4,5574.2
00b99b31,2016,5,4,4343.0
00b99b31,2017,3,3,6152.333333333333
00b99b31,2018,5,4,5592.2
00b99b31,2019,4,3,7004.75
00b99b31,2020,5,4,4117.8
00c1aa6c,2010,5,5,5339.2
00c1aa6c,2011,3,3,4769.0
00c1aa6c,2012,4,4,4757.75
00c1aa6c,2013,4,4,6842.5
00c1aa6c,2014,4,4,3597.25
00c1aa6c,2015,5,5,5265.2
00c1aa6c,2016,5,5,5342.0
00c1aa6c,2017,4,4,4737.5
00c1aa6c,2018,5,4,6920.0
00c1aa6c,2019,3,3,6637.666666666667
00c1aa6c,2020,4,4,4990.75
00ca0e25,2010,5,5,7013.6
00ca0e25,2011,4,4,6163.25
00ca0e25,2012,5,5,4997.4
00ca0e25,2013,4,4,5372.5
00ca0e25,2014,5,5,5559.4
00ca0e25,2015,4,4,5248.5
00ca0e25,2016,4,3,3348.5
00ca0e25,2017,4,3,5464.0
00ca0e25,2018,4,4,2407.75
00ca0e25,2019,5,4,6564.8
00ca0e25,2020,4,4,5873.5
00ca36fe,2010,4,3,5605.75
00ca36fe,2011,4,3,5347.5
00ca36fe,2012,5,4,4678.2
00ca36fe,2013,5,4,5900.6
00ca36fe,2014,4,4,6550.5
00ca36fe,2015,4,4,6275.75
00ca36fe,2016,4,3,8034.0
00ca36fe,2017,4,3,3968.25
00ca36fe,2018,4,4,5956.25
00ca36fe,2019,4,4,4266.0
00ca36fe,2020,3,3,6510.333333333333
00cb281d,2010,5,5,3876.4
00cb281d,2011,2,2,5222.0
00cb281d,2012,5,4,4630.4
00cb281d,2013,4,3,5763.75
00cb281d,2014,3,2,3979.3333333333335
00cb281d,2015,3,3,6723.333333333333
00cb281d,2016,3,3,5020.0
00cb281d,2017,5,5,4565.0
00cb281d,2018,4,4,5462.75
00cb281d,2019,3,3,5060.333333333333
00cb281d,2020,4,4,4395.25
00cd2c1a,2010,3,3,5840.333333333333
00cd2c1a,2011,4,4,5252.0
00cd2c1a,2012,3,3,6908.0
00cd2c1a,2013,2,2,2969.5
00cd2c1a,2014,4,4,6315.25
00cd2c1a,2015,3,3,6449.666666666667
00cd2c1a,2016,4,4,4684.25
00cd2c1a,2017,4,4,6585.25
00cd2c1a,2018,4,4,5404.75
00cd2c1a,2019,5,5,3153.0
00cd2c1a,2020,4,4,5804.0
00d2f8a7,2010,4,4,4592.5
00d2f8a7,2011,3,3,6864.666666666667
00d2f8a7,2012,5,5,7175.8
00d2f8a7,2013,3,3,6304.333333333333
00d2f8a7,2014,5,5,4851.6
00d2f8a7,2015,4,4,5881.0
00d2f8a7,2016,4,4,3757.75
00d2f8a7,2017,5,5,5413.2
00d2f8a7,2018,2,2,5760.0
00d2f8a7,2019,5,5,4637.6
00d2f8a7,2020,4,4,7125.5
00dd5e7a,2010,4,4,3736.75
00dd5e7a,2011,3,3,6840.333333333333
00dd5e7a,2012,4,4,8094.0
00dd5e7a,2013,4,4,4287.25
00dd5e7a,2014,4,4,7393.75
00dd5e7a,2015,5,5,7678.2
00dd5e7a,2016,4,4,6455.5
00dd5e7a,2017,2,2,5062.0
00dd5e7a,2018,4,4,6816.5
00dd5e7a,2019,5,5,5281.2
00dd5e7a,2020,2,2,2917.5
00de5278,2010,3,3,4057.0
00de5278,2011,2,2,4894.5
00de5278,2012,3,3,5175.333333333333
00de5278,2013,5,5,5138.4
00de5278,2014,5,5,6086.0
00de5278,2015,3,3,5496.666666666667
00de5278,2016,5,5,4288.4
00de5278,2017,3,3,4997.666666666667
00de5278,2018,4,4,4729.75
00de5278,2019,5,5,7832.8
00de5278,2020,5,5,6324.6
00de943a,2010,4,4,5980.75
00de943a,2011,5,5,6974.4
00de943a,2012,3,3,5129.333333333333
00de943a,2013,4,4,7216.75
00de943a,2014,5,5,6001.2
00de943a,2015,4,4,5579.25
00de943a,2016,4,4,6251.75
00de943a,2017,5,4,4547.6
00de943a,2018,4,3,3958.75
00de943a,2019,5,4,5848.8
00de943a,2020,5,4,7783.6
00e1ae12,2010,4,3,7428.5
00e1ae12,2011,5,4,7107.2
00e1ae12,2012,5,4,4188.6
00e1ae12,2013,5,4,5673.0
00e1ae12,2014,3,3,3105.0
00e1ae12,2015,5,5,3605.6
00e1ae12,2016,4,4,6107.25
00e1ae12,2017,5,5,4342.4
00e1ae12,2018,4,4,3689.5
00e1ae12,2019,5,4,6041.2
00e1ae12,2020,5,4,6976.4
00e4acd0,2010,4,3,5612.75
00e4acd0,2011,3,2,6755.333333333333
00e4acd0,2012,3,3,6798.0
00e4acd0,2013,5,5,4033.6
00e4acd0,2014,4,4,6053.5
00e4acd0,2015,5,5,5022.2
00e4acd0,2016,3,3,5314.333333333333
00e4acd0,2017,3,3,3597.6666666666665
00e4acd0,2018,4,3,4158.5
00e4acd0,2019,5,4,4752.8
00e4acd0,2020,5,4,3784.4
00e8e9b6,2010,5,5,4863.4
00e8e9b6,2011,2,2,3798.0
00e8e9b6,2012,5,4,7496.0
00e8e9b6,2013,3,2,6799.333333333333
00e8e9b6,2014,5,4,3702.0
00e8e9b6,2015,4,3,5468.25
00e8e9b6,2016,3,3,6388.666666666667
00e8e9b6,2017,4,4,4479.5
00e8e9b6,2018,4,4,4467.5
00e8e9b6,2019,4,4,5336.75
00e8e9b6,2020,4,4,4620.0
00ec362f,2010,3,3,8016.0
00ec362f,2011,5,5,4746.0
00ec362f,2012,3,3,3634.3333333333335
00ec362f,2013,5,5,5757.8
00ec362f,2014,4,4,4182.0
00ec362f,2015,3,3,5758.0
00ec362f,2016,4,4,7365.25
00ec362f,2017,3,3,3750.3333333333335
00ec362f,2018,5,4,5629.2
00ec362f,2019,5,4,2625.6
00ec362f,2020,5,4,5207.0
00ed35f8,2010,5,5,5217.0
00ed35f8,2011,4,4,4575.5
00ed35f8,2012,4,4,5658.25
00ed35f8,2013,2,2,4057.0
00ed35f8,2014,4,4,3563.0
00ed35f8,2015,4,4,4181.75
00ed35f8,2016,4,4,4894.75
00ed35f8,2017,4,4,7945.5
00ed35f8,2018,4,4,6981.5
00ed35f8,2019,4,4,5760.75
00ed35f8,2020,5,5,2963.0
00f3036b,2010,3,3,4657.0
00f3036b,2011,5,5,5500.2
00f3036b,2012,5,5,5387.0
00f3036b,2013,5,5,5743.6
00f3036b,2014,4,4,5245.75
00f3036b,2015,4,4,4569.75
00f3036b,2016,4,3,3722.5
00f3036b,2017,5,4,4897.0
00f3036b,2018,5,4,6600.0
00f3036b,2019,4,3,2958.0
00f3036b,2020,4,3,3828.75
00f4d6cb,2010,5,4,6994.4
00f4d6cb,2011,4,3,7390.75
00f4d6cb,2012,5,4,5869.4
00f4d6cb,2013,4,3,5807.25
00f4d6cb,2014,4,3,5335.75
00f4d6cb,2015,5,4,4860.8
00f4d6cb,2016,4,3,5303.5
00f4d6cb,2017,5,4,6527.6
00f4d6cb,2018,4,4,4058.0
00f4d6cb,2019,5,5,7338.8
00f4d6cb,2020,4,4,6021.25
00f8d405,2010,4,3,5101.0
00f8d405,2011,4,3,2360.0
00f8d405,2012,5,4,4823.8
00f8d405,2013,4,4,5345.75
00f8d405,2014,5,5,5939.4
00f8d405,2015,4,4,6314.5
00f8d405,2016,4,4,6418.25
00f8d405,2017,5,4,3955.8
00f8d405,2018,5,4,6456.8
00f8d405,2019,5,4,5399.2
00f8d405,2020,5,4,6840.4
00fe71ba,2010,3,3,5048.666666666667
00fe71ba,2011,4,3,4499.0
00fe71ba,2012,5,4,4621.4
00fe71ba,2013,5,4,4951.8
00fe71ba,2014,4,3,5438.25
00fe71ba,2015,3,3,4128.0
00fe71ba,2016,4,4,4400.75
00fe71ba,2017,3,3,4140.0
00fe71ba,2018,4,4,7180.5
00fe71ba,2019,4,4,6051.75
00fe71ba,2020,5,5,6774.4
01030496,2010,4,2,5453.0
01030496,2011,5,3,4856.8
01030496,2012,5,3,4918.0
01030496,2013,5,3,6383.6
01030496,2014,5,3,4112.8
01030496,2015,5,3,5217.6
01030496,2016,4,2,6276.5
01030496,2017,5,3,5404.4
01030496,2018,4,3,5948.75
01030496,2019,5,4,5842.0
01030496,2020,3,3,5117.333333333333
0108659d,2010,4,4,5287.25
0108659d,2011,3,3,2715.333333333333
0108659d,2012,3,3,7634.333333333333
0108659d,2013,5,5,5661.4
0108659d,2014,3,3,6820.666666666667
0108659d,2015,4,4,3806.25
0108659d,2016,4,4,3651.0
0108659d,2017,4,4,3992.75
0108659d,2018,3,3,7350.666666666667
0108659d,2019,3,3,5946.333333333333
0108659d,2020,3,3,7202.666666666667
01087c09,2010,5,5,5455.4
01087c09,2011,5,5,4735.2
01087c09,2012,5,5,7657.2
01087c09,2013,4,4,7389.0
01087c09,2014,3,3,6426.333333333333
01087c09,2015,4,4,4583.0
01087c09,2016,3,3,6081.0
01087c09,2017,5,5,6455.4
01087c09,2018,4,4,3718.25
01087c09,2019,5,5,3835.2
01087c09,2020,5,5,6545.6
010f7508,2010,4,4,4186.75
010f7508,2011,4,4,7941.25
010f7508,2012,4,4,5152.75
010f7508,2013,4,4,4450.75
010f7508,2014,5,5,5611.4
010f7508,2015,5,5,4409.0
010f7508,2016,3,3,5802.666666666667
010f7508,2017,4,3,5165.5
010f7508,2018,5,4,5241.6
010f7508,2019,4,3,4669.5
010f7508,2020,4,3,8056.5
011073ee,2010,4,4,4731.75
011073ee,2011,4,4,4194.25
011073ee,2012,3,3,4593.0
011073ee,2013,5,5,4813.0
011073ee,2014,4,4,5704.75
011073ee,2015,5,5,7595.4
011073ee,2016,2,2,3577.0
011073ee,2017,5,5,5480.4
011073ee,2018,4,4,4800.25
011073ee,2019,3,3,4752.666666666667
011073ee,2020,5,5,5406.8
0111e9de,2010,4,4,6673.75
0111e9de,2011,5,5,5991.8
0111e9de,2012,5,5,3818.2
0111e9de,2013,4,4,5171.5
0111e9de,2014,4,3,6919.75
0111e9de,2015,4,3,4709.25
0111e9de,2016,4,4,4203.25
0111e9de,2017,3,3,4377.666666666667
0111e9de,2018,5,5,4235.8
0111e9de,2019,3,3,7981.666666666667
0111e9de,2020,5,5,4726.8
0119f3a6,2010,4,4,4012.25
0119f3a6,2011,4,3,4639.75
0119f3a6,2012,5,4,6134.0
0119f3a6,2013,3,3,5122.666666666667
0119f3a6,2014,4,4,7178.0
0119f3a6,2015,2,2,7338.0
0119f3a6,2016,5,5,4234.0
0119f3a6,2017,3,3,8894.0
0119f3a6,2018,5,5,6001.6
0119f3a6,2019,3,3,7966.0
0119f3a6,2020,5,5,5391.6
011a63b4,2010,4,4,5064.25
011a63b4,2011,5,5,5003.6
011a63b4,2012,2,2,7481.0
011a63b4,2013,4,4,5180.0
011a63b4,2014,3,3,6231.666666666667
011a63b4,2015,4,4,6658.0
011a63b4,2016,4,4,5961.0
011a63b4,2017,3,3,3492.0
011a63b4,2018,4,4,3058.0
011a63b4,2019,5,5,3821.0
011a63b4,2020,3,3,3430.333333333333
011b4848,2010,4,4,6968.0
011b4848,2011,5,5,4065.2
011b4848,2012,4,4,5910.75
011b4848,2013,3,3,8063.0
011b4848,2014,4,4,7737.0
011b4848,2015,4,4,5523.5
011b4848,2016,4,4,5624.25
011b4848,2017,5,5,5764.2
011b4848,2018,4,4,4650.25
011b4848,2019,4,4,4870.5
011b4848,2020,4,4,5001.0
012ac48b,2010,5,5,9009.6
012ac48b,2011,3,3,5749.333333333333
012ac48b,2012,3,2,3986.0
012ac48b,2013,4,3,4492.25
012ac48b,2014,3,3,5605.666666666667
012ac48b,2015,5,5,5850.8
012ac48b,2016,4,4,5085.5
012ac48b,2017,5,5,3826.0
012ac48b,2018,5,5,6230.0
012ac48b,2019,4,4,7095.25
012ac48b,2020,3,3,5011.333333333333
012c7ac3,2010,5,5,6523.2
012c7ac3,2011,3,3,4286.333333333333
012c7ac3,2012,5,5,6270.2
012c7ac3,2013,4,4,6237.5
012c7ac3,2014,3,3,7609.666666666667
012c7ac3,2015,4,4,8182.0
012c7ac3,2016,3,3,5534.333333333333
012c7ac3,2017,5,5,7581.4
012c7ac3,2018,4,4,6417.25
012c7ac3,2019,5,5,6710.4
012c7ac3,2020,5,5,5950.8
013a0367,2010,5,4,5706.0
013a0367,2011,5,4,6239.6
013a0367,2012,3,3,6868.0
013a0367,2013,5,5,7030.6
013a0367,2014,3,3,5229.0
013a0367,2015,5,5,3817.4
013a0367,2016,3,3,5053.333333333333
013a0367,2017,5,5,5504.6
013a0367,2018,2,2,8444.0
013a0367,2019,5,5,4993.8
013a0367,2020,4,4,5892.0
013e2a06,2010,5,5,7089.0
013e2a06,2011,4,4,8119.75
013e2a06,2012,3,2,6945.0
013e2a06,2013,5,4,7128.4
013e2a06,2014,5,4,5343.2
013e2a06,2015,3,3,4804.666666666667
013e2a06,2016,4,4,4516.5
013e2a06,2017,4,4,5685.0
013e2a06,2018,4,4,6062.0
013e2a06,2019,3,3,4202.666666666667
013e2a06,2020,5,5,5181.2
0144a511,2010,5,5,5356.8
0144a511,2011,5,5,3771.8
0144a511,2012,1,1,5581.0
0144a511,2013,5,5,5884.4
0144a511,2014,4,4,5004.5
0144a511,2015,4,4,4193.0
0144a511,2016,3,3,3639.0
0144a511,2017,4,4,4380.25
0144a511,2018,4,4,4712.75
0144a511,2019,3,3,7533.0
0144a511,2020,5,5,5157.6
01514dd6,2010,4,4,5830.5
01514dd6,2011,4,4,6017.75
01514dd6,2012,5,5,5772.2
01514dd6,2013,4,4,5145.75
01514dd6,2014,4,3,7588.25
01514dd6,2015,3,3,5445.0
01514dd6,2016,5,5,5553.6
01514dd6,2017,4,4,6276.0
01514dd6,2018,4,4,5061.5
01514dd6,2019,3,2,7044.333333333333
01514dd6,2020,5,4,5246.2
01535ca4,2010,4,4,5931.0
01535ca4,2011,5,5,4364.4
01535ca4,2012,3,3,6576.333333333333
01535ca4,2013,5,5,5976.2
01535ca4,2014,4,4,5477.0
